00626a,a956fb
48214f,1de4d7
524eee,66d410
844833,3ad038
b4e4e3,df5452
fbf401,f6f93c
579522,a3be1a
012053,6a4330
b53a4a,eb1ef9
012047,c9b255
012045,791684
012049,cd4866
002678,1e4ef5
002679,1f76c1
2ab85b,60c5b8
002674,001d78
002676,0f2823
00266a,6a2238
2a6891,5e4087
45716f,f5c250
cac04d,6189bb
00266f,b00dd4
0ee1b3,b54956
00266b,7fa940
847c7b,1624fc
00266c,3e2079
d650a7,2cbc8e
00266d,d5d5d0
79a453,a8980c
002682,860e3c
002683,b4877f
3981fb,d0a788
002666,ef3dba
002667,88aafb
002668,1dfdef
002662,484f07
103db0,fcbae7
002663,a798c6
002664,f03929
00265e,80b0fb
00265f,05c9bf
02664b,f4b562
00265a,8211f5
dc9819,cb1e59
00265b,3dd5a2
00265c,2a7353
00265d,d9cadd
002670,f8260b
002671,cc4f6a
e42a1f,250665
0ca1f9,312c40
01200c,061f10
01200a,864400
01200b,ee4edb
d0ebb5,07633c
002696,afeeab
002697,3baeb2
a27296,145c3b
00268a,13756b
00268b,71efc5
bb7d37,7e2f28
5c3c5d,f5bb46
65bd6b,21b6e6
00268d,6350f8
9df825,e4d583
fea2c1,abbbfe
00268f,f512eb
a2728c,a0a1fc
7d5786,b4de63
291538,f30efb
f5b152,6b3ac3
0b594d,9f7442
da8bd1,63f705
d0b84d,3aa08f
002684,37a253
f5616b,7d9e5e
002685,0d1e9d
002687,498c90
da5896,68b269
00267a,3a8bc9
00267b,6de375
74b411,b66815
012010,917def
d5dc64,45a6f2
8fff65,cf5ff8
012004,2a5558
d7e6ae,8b664b
a94c9b,6a3bb4
012002,099f0d
00267c,dcc2fe
00267d,f0402f
00267e,43cb4d
00267f,70430a
795499,f1b466
896c06,a091c4
002692,f3066e
367ca2,4d2956
002693,2cc2c7
012009,cdf7c1
002690,ba2b3f
44fafb,6efc93
0025ab,6bfd78
7463a7,1d63ea
0025ac,c87b69
81e89c,af8688
e5bedf,e1e004
0025aa,3dd472
005b12,183824
e3d577,4e6491
005b13,0b083a
005b10,ff3cc6
ceb68d,17adbf
0025c4,8002f6
edfa00,65ed17
0025c5,c174b6
005b18,1b8258
005b19,72c3f3
2b0d0f,e3d3e2
f226ad,65a9d6
005b17,27c2d6
3d2fc3,3dad51
0025c2,d2f16d
005b14,a2e617
07a4d4,9a921d
005b15,a73dd8
005b0a,ce4cd1
847bd9,01ab4e
c0847c,38ca3b
0025c8,82be98
367cd3,1bd86f
4d9e2f,501724
005b02,f94947
9524f4,6f2d93
854220,dd1b1d
597f3e,f1fad6
cac07f,9f698d
451abb,940485
005b09,996450
0025b4,d472ec
df4835,6f05df
005b08,27d8ab
b04b3b,469055
367cba,622679
ee1a27,b0af8a
edc4c1,7ffd73
0025b2,872051
005b04,f62696
dadbb7,9a73f5
63d27d,cc512f
0025b7,6d3a26
0025b8,be1c76
01209f,c2116b
d410a9,38bc84
0025cd,918bea
afa9e8,df3f2c
0025ce,ed9262
0025cf,c3e8d6
005b1f,f4828c
0025ca,821bad
005b1d,66e937
005b1e,40bcd1
005b34,e477e9
19fe3d,efa4ae
b2566b,442005
f9a5b2,889275
005b32,a03419
0025e1,8a5a60
005b31,54db89
6c78a0,d00294
110405,47e949
0025e6,6b06f6
00ab09,05fa6a
388964,14fa97
3d2fe3,2f0e30
0025e9,76a136
005b38,6de6b4
005b39,602ba0
38d916,c6bba1
0025e5,185a35
05169a,f48aa5
00ab01,6fc3eb
005b2d,78dcbe
005b2b,248e25
00ab00,09855b
7369fe,c54be8
dd3bb3,d0c830
df480b,f10a71
0025be,307673
0025bf,acb252
86d845,707d53
005b0f,8ee755
681bce,cfb9a6
893807,444b66
005b0d,f5d15f
005b24,2d2ef1
0025d0,813715
005b22,a63b90
2bb27f,7557f4
dc9889,42627e
005b20,cfa6d4
0025d7,617ecd
005b29,094268
c26dea,47191d
f9a5ae,194d2c
0025d2,9787f2
005b28,e0661d
0025d3,d02846
005b26,22b704
005b1b,1ea70d
005b1c,4d6496
4bae38,423729
0025d9,0e6acb
d5dc0a,c0e7b0
632d26,79b8c9
a4abfc,23c620
7369ce,f9805e
f0c18e,de8006
b04b25,7757f5
c75e3f,a9f410
012084,394c63
632d1b,5640ee
012088,c6b947
cc25b4,2dbf62
43311a,7b47dd
37433f,3eb286
5949d9,e7726a
34e362,46f6bb
35036d,f7f4a0
01206e,1e6a44
c7ae36,9a1f49
01205f,2e4e35
245a74,0c9c5a
ed1fac,0e93d4
ff98bf,7c51a1
245a77,3a8f70
012072,c17eaa
d316e2,1002ab
39d301,c263e1
426af6,0a3d8f
012075,1c090e
f2aaee,3ec1f8
012069,0d9d1d
ca1b40,a92e52
506542,1a9843
0c51e9,67d9cc
dd9254,9737c7
ce6687,995f62
a1fd59,9b1997
df4876,a03e54
d5a6a9,602856
4d68ef,b80cd1
fc12bb,f9ad3e
2d189c,77eeae
0025a2,3f6bf6
1a2f91,d5bd45
0025a3,4a710c
3158fe,7c2449
0025a5,c4a6de
d34c50,e311e2
15d2e6,bd0d46
0025a1,2f5c0e
01208c,dc0137
55a3bc,264de2
0025a7,a0a206
0025a8,c9f995
b4e61f,3d2cc5
0025a9,6d8f4d
dde207,92f104
3a0007,10511b
3e2a7e,acb252
012090,bdad4d
012091,016eef
110430,2d9484
109467,e7ced2
012092,1e2962
dba24b,68d15e
04f648,2429fe
8b83da,93e8bd
012099,8ea751
91ffa2,7c8400
012097,640635
979a0a,3b6232
269a08,efadee
38d969,dedf30
6537c1,c62171
740f13,356445
4b5e9a,b55fec
b1107a,b91092
01207f,094dca
4eb1a9,bf1967
d065b9,5ed7ce
002911,0ee9e1
b4e324,93c414
002916,e2c351
0121fa,3ce9e6
f466ff,4fa897
11918a,532a84
87d367,449ce1
25ec45,7d0186
002914,bfb756
002915,61499a
0121fc,13dc06
00ad9a,1bb6ef
dd9281,820113
0121ee,fdfadb
0121ef,b16056
00ad9d,116b3c
00ad9b,83b73c
00290f,8d4a38
9860f5,0dee39
00290a,6989a0
00290b,d51698
a60f30,6602af
0121f9,af283e
3f6db7,c5d130
002906,49a499
002907,481413
00ad8e,88228b
00ad8f,d14cdc
002901,836a82
0121ec,6db897
0121ed,263fa8
002903,8a9086
1e770d,85e50a
9f4a3c,51238b
002909,b571d5
00ad8c,9e57e2
00ad8b,bb7d66
00ad97,7ba8d6
677850,9e5e4e
0121f4,3a1dae
002930,2a8963
002931,2ac8c6
0ca5ae,494792
63823f,5c619a
4ff7fc,937c41
002938,f56b72
d7e63a,b6d911
002939,f686ec
acf7a0,adb370
847e25,0ded73
002934,561073
002935,ad92a8
002936,797709
002937,081dae
81e8b5,1329c7
edc705,961be0
3d846d,8e17fd
0cdb16,05fb29
847e1a,56ffbe
d065a5,ed8ba5
00292d,a9518f
3f6dcb,27140c
00292f,07fe6e
002922,0713a7
002927,0929f9
b43cfa,e699c2
002924,6d291c
002925,f5a2f1
4db7f9,4ac3e0
0121ff,ca2ba5
00291a,7af6ca
374042,4b6489
00291f,6f9b2d
340694,761529
00291c,b2a6e1
f4ec61,06e43a
00291d,5276b9
00291e,48686d
d6a00d,45637d
005d91,1640e9
25ec7d,0194d9
00ad72,77f07b
0121c9,540d76
00ad73,14b9e0
0121c7,284509
0121c8,22d34e
005d98,f4272a
005d99,7abe91
005d96,400776
005d97,fb9af8
54a8ee,c9197b
005d94,f768c4
00ad5f,4edba9
6abda9,62dea3
0c55f7,3b2b92
07dd48,b13006
00ad5a,738232
0121ae,c6470f
0121af,14782e
89396a,df8a0f
00ad65,4e8994
005d8e,a80b9d
b92cae,c396e3
00ad63,ac3f8a
54a8f1,ccf86f
005d8c,e1c31e
bb4712,bfeb76
00ad69,aaeb70
0121c1,8cfbab
005d8d,b02036
00ad67,3c55d6
0121b4,f1172e
0121b2,3af7f8
dde29c,5b0abd
35009e,918fe6
0121b6,918b74
d7964e,091201
005d87,e549ed
00ad4c,18b7b8
67fba9,4717ec
2fda03,1689e7
00ad4a,eea5dc
005d86,9e79bf
d10b26,5442f6
005d84,2355d3
005d81,021cc5
005d82,7c203e
893986,b995da
dadd12,6959aa
656be9,5397d6
005d89,8d4448
144126,31af97
0fe013,30d5d9
00ad54,8ca591
81e8eb,deb762
e1456f,0a0890
00ad55,395673
005d7d,2ce831
005d7e,39088d
00ad58,68626e
00ad56,83226e
00ad90,f61bb9
00ad91,6db68e
00ad94,97b193
c26c4f,5e6c3d
00ad95,097f27
6abdbb,7312b8
00ad93,56fb83
00ad7f,013604
ab61c5,fbc60f
00ad7d,b16051
0121db,6d61fb
b7430d,0fb6e1
548e4b,a89959
0121cc,56e0ed
fa0a47,0f2b05
00ad85,bfbd9b
31a68b,bf5814
00ad86,c0fbd7
52f2b7,e72052
3d840e,9754c5
00ad81,4c9b57
5458f2,4250d1
00ad6e,38c19c
00ad6f,4f65da
00ad6c,3d8016
00ad6d,10c01c
0121ca,1be463
005d9a,da812e
00ad6a,f92b93
8cd17d,7b940d
00ad76,82df9f
005d9f,beb291
00ad74,315984
0121d2,9320af
5c3aaf,0090c7
00ad78,0dbb8b
005d9c,e86e43
8052ca,879923
00ad79,a0e594
0121d1,5e71d8
002996,0324a3
002997,234272
465f60,dc2113
002999,9a06db
01230d,6ab5ee
005cd9,435f90
f98ad1,59ae84
002994,433745
005cd6,69934f
fbf592,73ba79
005ccc,941e26
aab89e,7cac26
00acb2,f789f7
00acb3,4dcbb4
dd07e3,f84e17
0b1075,4ec537
005ccb,bba833
3645a0,3da2e8
da8d6e,52f47a
00acb4,915726
00acb5,47ecd3
bc4170,ceb421
2a0fc1,376173
012315,24f4cb
00298c,a17139
00298d,711fc7
005ccf,9f684f
005ce3,2490a0
012317,99bb33
012318,3e7091
005ce2,a26dab
005ce0,b97f1c
002985,15dfac
002986,55feab
002987,a37f5d
00aca7,d87ba4
4d6968,950062
0af03e,6ccbbc
002981,fad15f
002982,79dcca
005cc8,a50ff3
005cc5,807094
5b976b,d29c1d
002984,b4232b
00aca1,c11258
6870ab,cef2b6
005cbc,056e1f
26b0dc,553479
d5561a,c3e31f
005cba,eb9e93
113c3f,e8b2b0
00aca3,caf318
607d25,1b415a
0f9002,8cc455
6870aa,d80467
00aca4,8675a6
00297e,fe8afb
00297f,be940e
8938d7,5c9753
005cbf,4dbaa9
4b5cb5,f3af7b
005cbd,e6dc5d
48eeb4,01d3f3
012302,adfdd0
012308,41579e
a0fea6,bebf61
012309,ddbcb3
002990,786bd4
005cd2,755228
002991,abd15a
005cd3,c23335
012307,99ae2b
8bd734,2c738c
6047cd,a69fe2
dc97e7,a29bc5
005cd1,845242
026982,b7f5e5
01232d,0928f9
005cf9,0c73a4
0f0698,3019ea
0611f0,ac59ce
00acd4,82e56c
00acd5,131fe3
005cec,6971d3
8ebb92,79f9bf
005cea,fb9c19
7bf27b,26b672
00acd8,5d29dc
8292d8,67e39c
c236c6,d629f7
00acd9,71255b
012341,6ebeaf
00acd6,5ff007
8938a5,32ae84
012333,ee997a
4869c7,892510
7c129c,726822
00acd0,334604
00acd1,fdb72a
012336,811951
607d0e,722ade
00acbc,66c0bc
00acba,e1bf8a
00acbd,31b50e
00acbe,a9f31a
00acc9,e25758
d24feb,8e0adc
005ce9,92e7ff
f01bb6,66f72b
96221f,574533
005ce8,12ace1
00acc3,da5907
005cde,fe6f03
8bd73a,65fdce
00acc4,f217bc
005cdb,f3f699
13cc2f,5d102f
005cda,177616
00acc5,b33b9f
531381,a0a9aa
00299f,da7b18
d79607,1617cc
315678,03fce0
00299b,e7acf8
00acc0,387bda
4d692b,101f53
bc414f,6e362f
00299d,ca5b42
005cdf,061870
93c24a,e2885f
8b877f,3b9b8c
55a36b,0d2e2a
54dcc0,7476d4
4473e3,3b9bf7
005cf6,46cba9
137c5e,0a3f80
46af0d,660668
00acab,269839
9cb623,976332
005cf5,c7df28
005cf2,462ccd
9f4a9e,1e687d
00acae,dfdcde
739ef7,02d975
005cf3,4f844b
00acaf,15f265
00acac,b2dcb6
002952,cc6625
002953,eaadec
002955,d88aff
bc4127,a100ac
002951,a7f9dc
84ce0d,18bf29
1190e1,f9ade1
002957,ec5745
002958,a2ebf9
1cbb95,84c623
00294b,3cf234
00294d,690056
186adf,deaf40
4c234c,e311fb
367b1f,b94618
b2a2a3,82e6ba
00294e,895df9
232896,f6756d
00294f,99969c
739ec5,63742c
002941,c6f8d3
cc260f,09c46f
614290,d93694
c5c207,8e8b8d
a7f9d8,b7326a
002944,872762
9ef4d1,0e55c5
49b51b,3f5d70
002949,bf4e35
fc155d,294dbd
78df1e,a7b191
002945,4dd558
002946,0fff71
9befd1,bce989
3fbdf3,9eb322
b43e30,88e493
00293a,129846
e7c9b9,352cb3
315656,5aff9b
00293c,1f25d6
48eef9,a73ae5
7ea235,5df510
00293d,f677e1
002974,798f6e
002975,0d060b
002976,9231eb
0757ab,c5f513
21c268,30acaf
113c82,906117
005cb9,297f46
005cb6,568dfd
002971,75bb30
005cb4,e03d7a
931d21,ede6a8
002973,d0048d
555382,fcccfa
97689b,6abb58
002979,c74500
00296e,d1ce98
00296f,621d09
005cae,d8a355
00296a,f1a7fa
005cac,f3f7ed
00296b,14e451
005cad,db2c76
005cc4,53625b
005cc1,1837f3
f7f169,ad0cf7
8c2ae1,20e110
005cc0,d67b57
3a7f61,da2389
5218af,ee5e66
002965,a8ef86
005ca7,ab0e07
005ca8,ed8774
005ca5,6c1864
002961,393f9f
005ca4,a1bbcb
500e61,52ede9
4233ec,504da5
002967,72da01
6f28db,5372af
9f4a5f,553790
0f064e,34d298
3885ac,a40be4
00295e,944c1e
ab0d12,f146e5
f81193,e1ae06
2d4a0e,cb3367
005cb2,63ac01
005cb3,db9ce9
4d6981,3600c2
005cb0,70e6e7
df7d1e,3b3e39
f50bd6,bab5e5
0b8ff1,897cbe
79a51d,36da29
92fd33,682970
b647e9,31a373
7f984e,1178e1
fbf512,336e9a
f50bca,5516a7
2f5504,986c0d
0028a0,c1d5a6
0028a1,bce280
0028a7,843c81
0028a3,e6343d
daa921,7db40c
01238d,9755ba
ce0ec7,9250d4
0028a5,07c101
186b21,13a647
0028a6,519314
500dfc,3b60c9
266228,9422fc
d58b7d,8caedf
31572c,98824e
490dea,afd33a
f32248,70d4cc
c0d18e,bb45a0
8e6c69,e00c22
162b2a,3a9c4f
49643b,67a470
6d73aa,df2edd
6536ab,a59591
a42533,47cdb7
012396,8d76c9
012394,60bc9e
3d2f7b,d95652
012388,6be7a1
4e0be5,ff5b66
c4faab,342a82
dfcd53,a49d95
50b469,0a7960
012386,614f40
284bbe,7da149
f4ebbd,bcc365
7c1239,71e3dd
e8c466,f88573
4c227c,484737
09e941,7cc51a
b647c9,4594e5
0028aa,b93626
0ca636,c65fc7
0028ab,0f0eb3
005e10,766f55
e32f18,045a96
dd91e7,4e2159
0028ac,e82fc9
0028ad,9407b8
490ddf,1455e4
0028af,dd44b7
ce0edf,bfe154
4babf5,bc4874
0028c1,e7dab8
36ca64,6e4bd0
0028c4,94de79
005e16,a93415
005e13,501056
4e6225,96d088
005e14,ebc940
005e11,7dacf8
0028c0,70774f
005e12,32a6c4
496434,fcf79e
0028c5,0b5370
0028c6,cb38f1
0028c7,91ea6a
aa680a,596f4a
868905,2bb086
259be7,0d47c2
1cbc06,1a51df
e8c47c,0e4af8
005e06,e11d27
1a80c9,54b697
0028b1,a1bf51
005e07,1ee024
0028b2,16bd0f
005e04,ee8994
343b75,23d7c5
531415,29d0b0
005e02,7c4951
005e00,79e96c
005e01,032a6d
01239a,74c6fc
7f9885,b00156
c0d186,d4005e
01239e,27df15
0028b5,4267ec
0028b6,fa9cbc
005e08,0e0799
5d0656,ff0513
5f4606,3e8610
0028b7,ddfc90
01234e,127169
01234b,5df25d
6a39fe,6ad06b
b8d7d5,3d70a7
00aceb,3e5bcb
d0b75e,3fee87
28189e,73a432
00acf7,18abcf
979d25,f560de
00acf4,c9d158
00acf5,b77499
24229b,7b8079
00acf9,3f0398
472449,79399a
012355,52bf2e
8f30f0,55978e
67c6b7,83115f
ec3183,1c1e5e
012354,de7a35
00acf3,8e185e
795586,880584
00acdd,51d677
0c5670,95eb17
00acdb,a3b459
74656e,eebac6
d0678d,fadb18
4139c9,ae8d42
490dc3,1ac373
465dff,d1c37d
903915,89f068
5d9008,844dcf
9c658a,ca63bf
01233a,7d2cdf
09e951,399586
d795e8,535b99
01233f,742530
13cb2c,a57974
80a331,4b0141
c9687d,6451c6
005cfd,946d68
00ace3,b7fd47
cc256d,dd421f
005cfe,3e71ed
607c46,1edb67
00ace9,d03f0b
012352,eeb82a
5f460e,bacef3
005cfa,96a36a
012344,4d6b1a
012342,b03a28
ad1855,8b72c0
00ace1,4fb372
012349,a3a153
8cd0f6,9d5538
6c79c9,a5b8b8
00accc,c37fea
20fd14,d007e4
00accb,357b9d
2f5555,dff7d7
c26aea,14987a
c0814a,bc1c66
00acce,7e7624
00accf,f199c4
dfcd7f,ae0384
e143fb,88ad95
80532a,c476a8
235d17,4f2d8f
abb214,b6aab8
012385,9f8295
012383,4a43d1
012378,22a436
7f981d,4c26c2
656c7d,94c556
f0722e,bf406e
b647fc,f87c65
00acff,127c9e
f7f201,5cecff
a8f3d0,5be5cc
6380ee,98cc6e
5ecfdc,5376e0
211d2a,bb3e19
01236c,9a9c41
b887cb,2b9d10
01235f,a1da75
01235c,6f4fd9
25ebe4,1a61cb
00acfc,a4afb6
2a650f,85dd73
6abf52,f3c9a0
2a0ebe,e0d70a
cbaece,8c9df7
80533b,500494
bb46b2,994472
012373,b811a2
c82284,fa2c00
012372,377e2f
012367,cce3e7
a4253f,a93553
764ed3,48b31e
00acee,5efd12
00aced,16dc7d
01235b,a364a5
10e777,5965d5
0122a0,c5ee04
b4091c,2c4322
0122a6,e8281b
005e5e,f4bd0c
005e5f,5441d3
005e75,cda1ea
c82298,a7669d
343b27,6e7684
00ae3b,897abc
005e74,092b5c
02ee0b,09bcd3
005e71,dfbe66
00ae3e,32276e
005e72,93dcfb
00ae3f,e7acc7
447454,f8a189
00ae3c,1ea1a6
eb6af5,48df83
005e70,a73427
00ae3d,f17969
f98c75,1efa63
b012a9,264554
00ae49,2fde8b
005e79,37f46d
005e78,857ad4
00ae42,3c0214
005e6e,459d35
00ae41,95bc57
120106,b1d38c
005e6a,15fc66
00ae47,9e59ef
137aa0,554db1
00ae44,93a63b
d8e080,772bde
0c8a5b,c8754b
5ba056,373c50
00ae45,41f0a2
979d5e,3baed7
893948,dafe64
00ae2f,b18428
0028fb,5b4ea5
005e4d,4d9289
005e4e,40827c
84cccd,b97b98
005e64,d6a28a
005e65,21a0ee
00ae2a,855575
597e1c,a3c33f
005e62,ed42fe
005e63,3857ff
1cbabf,f60962
005e60,48959e
00ae2d,b935bc
597e1b,eb7876
005e61,81a2b2
00ae2b,b0be49
00ae2c,73cd25
82e339,4ba749
da8cfe,98ad80
00ae37,7de51d
750a11,857f4f
00ae38,8bf655
005e69,d8d6e3
029e58,aac061
005e66,ed5860
005e67,2bb358
00ae31,eb08fd
005e5b,3f814e
00ae35,c8f09a
00ae33,c8aa5d
00ae34,585b75
8c2c43,468be4
be2c4c,7ffdfb
57e2b7,b5551c
00ae71,dea64b
d09b5a,df6215
00ae72,b443a4
c727b2,1c50d1
00ae70,4bc368
005e97,797b45
72aa05,08d7df
00ae5d,6c016d
005e95,55d1cd
343b06,b6ec34
5d9056,da26a9
005e96,d8c3cd
00ae5b,567108
3155ee,ed277b
005e93,38a900
bc40d2,bfdf5e
005e94,2defc0
005e91,305776
005e92,3d21bd
005e99,a0fbd4
0122ae,de35b8
c23742,ec33c2
00ae62,f85afc
00ae63,c82782
005e8b,4a7847
00ae68,3e299d
005e8c,5d23ce
00ae66,d36e69
005e8a,809f19
1efaa0,144eed
357ffc,04afbe
57e2a7,cb9c8b
00ae60,910d9f
005e6f,85ed37
0122b5,3a2629
15d718,6dc8c6
005e86,576971
f9a6e4,93adcc
00ae4c,3607f8
005e84,b93c07
788eb5,aef4c5
00ae4a,40aef8
00ae4f,9e7f8d
005e83,6e8926
82932b,85ff70
186b7f,c1fe7b
548e82,305b0f
00ae4d,ed113a
005e81,3f42f7
00ae59,aedf33
e049c6,f262a1
bc40e9,96305c
005e89,bfce84
b8d7cc,886dab
ceb598,cd4887
00ae53,a67dfd
00ae54,a3b11b
e87435,92b67d
005e7c,5835e9
00ae58,c516ee
dd3cc3,c1c885
44744c,cd31ef
00ae56,7920fc
0028cb,b41f42
0028cc,787adb
005e1e,e02a5d
005e1f,e47a4a
005e1c,5d9103
7ddc69,a97d4b
005e1d,c8a9cc
3dd3f6,b9c002
edfb4e,6a1f6d
005e1b,574533
005e31,717548
b2532b,3d7b21
31db08,5480c4
500dd6,a1481f
0028e3,334b5a
005e39,344c6a
0028e4,1a7878
00ae07,30357b
0028e5,b542d7
00ae04,278b64
a5eeec,a03816
0028e6,840df5
005e38,fd0803
005e35,b5a111
005e36,621196
005e33,ef4bcc
506432,2ba03a
029e04,236f6e
00ae09,d893aa
7af873,96c508
005e2a,240ec7
3395a0,d76c9e
00ae03,324055
00ae00,95e87f
00ae01,c4ee35
005e0f,e5b36f
3fbf94,b8d80e
0028bb,8549b6
005e0d,b7d9e0
0028bc,f62210
005e0b,00e7ff
005e0c,3f7c76
005e0a,b1444c
423452,0d084a
d8905b,c5ff65
0028bd,5ad52f
0028be,c875d0
0028bf,f2f715
21c1b7,8e5141
0028d2,2d2d45
0028d4,1ce57c
005e26,94a426
005e27,5f299b
29123c,6f5556
fb4f9e,3f3eb8
ee1b7d,0e9bec
f9dc5c,5ae0f5
b49329,0b96b3
0028ed,cd45b1
0028ee,67f7f5
00ae1e,2ceb10
0028ef,776b66
005e3e,39820a
005e3f,747679
374003,eefc4f
2171fe,b9673e
005e3c,ba55ef
829391,96debf
788edb,1620c3
0028eb,954442
005e3d,c0f0f8
c99d16,da08b3
005e54,f5954d
005e51,0c42d1
005e50,727e79
00ae1d,1e1151
00ae1a,225fa2
00ae28,806d88
c75d41,659363
aab816,ad2bab
005e59,d51e28
bbcc41,fbc8fd
e0cf2c,697fda
00ae27,1a9d9e
4bad49,607b6d
005e4b,ceeac9
005e4c,814113
005e4a,ce19e3
b981d8,095185
00ae24,7cdedd
03637d,f41395
00ae22,643098
00ae23,0c5e1e
0028db,bb9bc7
0028dc,3632f3
0028dd,cb87ef
005e2f,34248e
9861a8,7c3f25
d10b7c,b0cd4c
0028da,4d0e42
005e2c,0601e9
830376,cc7c81
005e41,4e1179
0028df,a7ed28
00ae0c,efa15f
0028f4,e072a1
0028f5,12c90e
0028f6,5564c7
005e48,6f346c
d9cff3,9500a8
005e49,b04dbb
0028f1,e06666
00ae19,749b1d
0028f3,60f6b1
005e45,e93efc
f32265,c3cede
fbf3d5,94d3a4
da8e04,0547f0
005e3b,1b205e
8c80bf,294924
0028f8,14e800
0028f9,0fdf23
b3998a,6f7804
b2a31e,2f76c2
00ac91,2a3215
60cace,82c92a
00ac90,57c799
00ac95,4455b0
00ac96,060378
ba7feb,acc919
cd69eb,223fca
0120dc,249477
fa0b48,0c294c
0120dd,94dec4
0120db,22e10e
92c71f,fca810
906ad8,63f588
67fb9e,5c0674
2421f8,0e4420
00ac7a,d8a49b
00ac7b,34f73d
57927a,dd43fa
ce0f2f,087c47
0120e4,e43ca9
25ed5d,24256a
7b4e9b,35a71b
8fffd8,614337
0120e3,bd2019
3a7cfd,cddd33
374138,d18922
00ac81,fe8e1a
0120d8,37dd62
b4e458,d9b8f0
60cabf,55686c
79a4a9,c7cb59
fc15ca,eb628a
00ac83,47bf8f
878498,7e3014
00ac6d,94cf61
350188,b47fc9
00ac6e,0c48ff
653734,5cfc8c
005c9a,149661
005c9b,f280d8
0120bc,a31dd9
0120bd,6c81e8
913126,a15588
00ac6b,df53d1
00ac6a,3de8c4
00ac77,f475f1
d9ceb7,9775bc
00ac75,1c0ffd
00ac76,d415ad
005c9e,b44852
005c9f,2a313f
005c9c,2d84e2
0120d1,a3ab48
d7957a,14b00b
005c9d,eaaebd
3d2cec,e74433
002810,70a59f
002811,9fe06a
002812,e9be17
8cd043,94cdec
3dd331,d454bb
002817,bfabce
002818,02d53b
002819,4def13
3dd330,6a222b
b50477,7fe85e
1a2bdd,ccb7a9
002816,50a59a
979b7f,588639
00ac9a,738180
500d8f,a3644c
119067,41f565
00280a,6d654f
00ac9c,a8071d
00ac9d,2eb216
ba000a,84008b
edc821,9e0edf
a21a24,a16132
ab0e5a,35a74b
44760d,1ac88e
0120f7,55414f
cd9f82,5ca8b4
8449ee,5b9e40
e1441f,5e472b
002806,f2fa2d
002808,f38c8b
002809,9601d2
58029d,c6c603
002803,df5075
002804,70bff2
0120eb,109c78
6d1ef2,d12194
980b4d,4f4100
798a55,d5985a
00ac8d,dc327b
00ac8e,c02605
0516c5,c5083d
0120f0,ad4c01
8fffc5,68e902
0120f3,84c616
f25d84,a4e01e
931abc,4a9f62
0120a5,135012
e14460,04f46c
62d79a,4335e4
5a5064,31a7a1
0120a9,43e639
0266df,67e8b2
00ac50,ae37b5
0120a7,a977d0
005c77,288cd7
00ac3d,ea7b0b
0c8a34,dff90e
00ac3b,de9460
005c73,a909fb
005c74,944342
005c71,04a753
00ac3f,ce2cc3
07a6d4,0aaa2f
e3d404,7557f4
005c79,4683c1
00ac44,f47eaa
00ac45,c10ffa
00ac43,3f8d84
005c6b,a6036f
00ac48,911a5a
005c6c,e3ebb8
d10a0e,d23b94
00ac46,35a5ec
005c6a,d855e1
00ac47,7e8f71
211ca3,0cbb84
b98427,d18f33
f9a7e9,2a3540
0026fb,10557f
d55550,3f6fa8
0026fc,d02102
00ac41,db30eb
0026fd,c5e3a8
005c4f,9eef49
af8e07,471dd4
005c66,9a3e45
8293c1,aa900b
00ac2b,745ba4
005c67,fb4f29
005c64,474bc3
7714b2,acc55c
005c65,26c710
1c387d,b6b6aa
00ac2d,1a2d7d
00ac2e,d6e099
2ab5ac,22c282
005c68,ce2635
005c5e,8c0936
00ac33,601d0b
2f8b3e,13cd85
5311c1,bfce84
e872ae,a0e993
00ac31,8473df
005c5a,2b32c0
005c5b,99bce5
00ac38,ac7515
c99b1e,e8be35
00ac35,c2b988
00ac36,fd7f30
2a65b6,b50346
005c92,b80295
72aa3d,6f65c0
217322,122a78
0850a1,0f3c5f
005c99,9dc2ed
00ac5e,dc2628
00ac5f,814094
005c97,31f6cd
005c95,a3b196
3accd6,33f773
005c93,ea9363
a45a2e,45f20e
e81e89,e1d038
41bfb4,a371f9
5c9009,1f03f9
005c8a,31d4e1
00ac5a,ef49d0
00ac5b,6cbcd6
b43f01,7fd673
0120af,a6dec6
00ac66,d75226
078c78,15974d
cc23bd,4869b7
005c8f,9246cd
00ac64,17e2eb
00ac65,188e9f
005c8d,3ae23f
6b354e,75c482
00ac68,dfdbd4
005c8c,6c5e2c
005c80,38e1f3
7d8e95,7dfe95
0120b6,60084f
f4691f,4c0812
0120b3,5f4b00
1c6bf7,9b110f
00ac63,6b0f6c
00ac60,062256
952744,c679ff
005c88,06a75e
00ac4e,27f4d0
005c86,8f61a2
00ac4b,1451fa
120086,73cd25
005c87,8844d5
ba7fc6,c70384
005c85,666c14
005c82,585cce
06116f,17e7e4
005c83,211d6a
41bfc0,c6a12f
ba7fd5,ab51ea
00ac4a,5f847c
00ac55,b2a3e4
005c7e,8c458e
00ac53,d92cc8
005c7f,8c7516
bb4601,958a94
00ac54,b19ea6
005c7c,dcd09f
a424d6,e3b6c6
e3841f,a9a120
00ac57,3a2279
bfbfe5,38f6ba
bfbfe6,1b50a5
005c7b,cf32ac
00ac58,375e81
002876,f7f560
002877,a1c805
005bb9,11192c
002878,02abc6
31a77e,8b176e
a70a61,733776
002873,5e5292
005bb5,dd6957
